MinTemp,MaxTemp,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,Rainfall,RainToday,RainTomorrow
14.1,27.1,54,0,26,87,38,1001.3,998.1,8,1,17.4,26.6,8,1,1
11.7,16,56,19,22,87,88,999.4,997.5,8,6,13,12.3,1.8,1,1
14.3,21.6,50,9,28,98,44,1011.8,1010.3,8,7,14.5,20.2,19.2,1,0
16,22.7,22,7,11,93,66,1010.7,1007.8,5,8,17.3,21.6,5.2,1,0
17.5,34,48,20,11,49,69,1013.6,1011.7,7,4,27.8,23.5,0,0,1
19.1,36,24,6,13,67,35,1010.6,1007,1,1,23.2,32.2,0,0,0
19.8,31,20,6,9,77,52,1012,1009.3,6,8,23.5,29.8,10.6,1,0
16.7,32,44,6,7,64,48,1003.2,1000,3,5,21.9,28.2,0,0,1
18.6,28.1,54,13,26,100,61,996.6,995.9,8,8,19.3,25.7,18,1,1
23.5,32.1,35,17,20,59,24,1009.5,1009.6,3,1,26,29.5,0,0,0
20.9,23.8,15,0,4,94,88,1011.9,1013.3,8,4,21.9,23.4,3.4,1,1
14.7,30.9,31,13,13,55,30,1020.8,1018.5,7,2,21,28.3,0,0,0
18.9,31.2,39,0,24,62,36,1017.1,1013.9,1,3,20.6,29.4,0,0,0
15.4,33.9,41,4,20,65,25,1019,1015.8,2,1,20.6,33,0,0,0
17.6,24.4,26,2,15,82,69,1014.9,1013.5,8,8,18.8,21.7,0,0,0
9.1,24.2,31,9,13,73,52,1023.9,1018,8,5,15.7,22.5,0,0,1
14.1,19.9,56,17,26,69,62,1009.3,1008.1,8,8,18.5,14.6,1.8,1,1
7.8,17.4,39,19,11,89,72,1010.4,1011.7,4,1,11.1,16.6,10.8,1,0
14.5,17.6,17,9,11,95,89,1025.6,1024.7,8,8,15,16.5,1,0,1
14.8,19.7,19,4,13,100,77,1026.2,1023.2,8,8,15.6,19,17.2,1,0
11,23.3,17,2,9,81,59,1022.3,1016.9,1,2,15.8,22.8,0,0,1
15.4,20.4,35,9,17,100,76,1009.5,1006.5,8,2,16.3,20.1,9.6,1,1
10,15.7,43,24,28,85,59,1006.9,1008.4,8,6,10.4,14.7,31.2,1,0
6.3,19.8,24,6,9,100,64,1023.2,1020.7,8,8,10,19,0,0,0
6.8,19.9,17,6,4,99,61,1023.6,1020.1,7,6,10.8,18.4,0,0,0
4.6,19.4,28,6,9,83,55,1024.6,1020.8,1,1,10,19,0,0,0
7.7,18.2,20,6,9,82,59,1022.5,1019.7,7,1,10.9,18.2,0,0,0
4.4,17.6,15,0,7,91,63,1022.8,1020.3,1,1,9.7,16.6,0,0,0
9.8,15.3,31,9,13,70,100,1021.8,1018.8,8,8,14.8,13.7,0,0,1
6.8,18.4,13,0,7,100,66,1022.7,1021.1,8,7,10.4,17.7,0.2,0,0
4.4,19.6,24,0,11,100,71,1021.2,1016.6,1,8,9.9,18,0,0,1
4.2,14,20,0,11,100,76,1023.6,1022,7,8,8.8,13.5,0.2,0,0
9,14.3,44,11,20,93,80,1010.8,1010.3,8,8,11.1,11.3,7,1,1
2.8,12.4,31,7,15,91,63,1021.5,1021.6,4,1,6.2,12.2,7.4,1,0
6,9.4,24,7,7,96,100,1024.4,1022,8,7,6.7,9.3,0.4,0,1
1.2,12.5,20,4,15,100,71,1027.3,1024.4,8,7,3.6,11.6,0.2,0,1
0.8,13.4,17,6,0,100,66,1029.4,1025.9,8,1,3.6,13.3,0,0,0
1.1,11.9,44,9,2,100,81,1022.3,1017.7,8,1,2.7,10.2,0,0,0
1.1,14.1,28,4,15,100,49,1018.8,1017.2,7,6,3.9,13.1,0.2,0,0
3.9,10.9,28,6,0,88,82,1020.5,1018.8,7,8,6.4,8.8,0,0,1
